400	389	316	257	198	140	92	57	32			4	257	140	389	198	92	57	32	316		
400	391	330	272	213	155	107	69	42	23	11	5	330	69	391	272	107	11	213	155	23	42
400	387	310	251	192	134	86	52	27			4	310	86	387	251	134	192	52	27		
400	393	332	274	215	157	109	71	43	25		5	332	43	25	215	109	71	393	274	157	
400	385	315	256	197	139	91	56	31			4	256	139	385	315	56	197	91	31		
400	396	334	276	217	159	111	73	45	27	14	5	396	334	45	14	276	111	217	159	73	27
400	388	318	259	200	142	94	59	34			4	388	259	94	34	318	59	200	142		
400	394	333	275	216	158	110	72	44	26		5	216	158	26	394	275	110	333	44	72	
400	382	317	258	199	141	93	58	33			4	199	141	58	258	93	33	382	317		
400	397	337	279	220	162	114	76	48	30	17	5	220	162	17	397	279	114	337	48	76	30
400	383	319	260	201	143	95	60	35			4	201	95	60	35	383	319	260	143		
400	395	331	273	214	156	108	70	42	24		5	156	108	70	42	24	395	331	273	214	
400	381	301	233	144	72	56	17				4	381	17	233	144	301	72	56			
400	364	320	275	199	121	47	39	8			4	275	121	320	47	8	364	199	39		
400	400	310	250	188	141	94	67	22	3		4	400	310	67	22	250	141	3	188	94	
400	400	346	277	201	123	52	18				4	400	277	123	346	52	201	18			
400	384	309	260	198	170	115	87	72	33	6	5	309	87	384	6	260	115	198	170	72	33
400	391	356	268	215	142	128	44	7			4	356	44	391	7	268	128	215	142		
400	381	333	302	219	173	97	88	41	14		5	302	97	381	14	219	173	333	41	88	
400	399	267	240	160	110	84	72	5			4	240	160	399	267	110	5	84	72		
400	355	312	291	207	134	76	48	18			4	207	134	48	312	76	355	18	291		
400	381	341	274	263	187	146	99	54	12		5	341	54	381	12	274	99	187	146	263	
